title,ingredients,instructions,url
Mini bundt cakes Style,Butter; Caster Sugar; Baking Powder; Plain Flour; Egg; Cocoa Powder; Icing Sugar; Milk,"step 1
Heat the oven to 180C/160C fan/gas 4.
 Melt 25g butter and generously brush into the holes of a mini bundt tins.
 Tip a little flour into each hole and shake to coat, then tip out the excess.
 Beat the butter, caster sugar and a pinch of salt together using an electric whisk.
 Add the eggs, one at a time, beating well after each addition.
 Combine the flour and baking powder in a separate bowl, then sift this into the wet ingredients and stir until smooth.
 Combine the cocoa powder and milk in a small bowl until smooth.


step 2
Spoon 1 tbsp of the plain batter into each hole of the bundt tin.
 Mix the remaining plain batter with the cocoa powder mixture, then divide this between the holes.
 Bake for 15-18 mins, or until a skewer inserted into the cakes comes out clean.
 Leave to cool in the tin for 5 mins, then turn out onto a wire rack and leave to cool completely.
 Dust with icing sugar to serve.


step 3
Pour 1 tablespoon of light batter into each mold.
 Mix the remaining batter with the stirred cocoa mixture and then fill the molds with a tablespoon.


step 4
Bake the mini Bundt cakes in the preheated oven for 15-18 minutes , depending on the size of the molds.
 After 15 minutes of baking time, use a toothpick to test with a skewer and, if necessary, bake for another 3 minutes.
 Let the mini Bundt cakes cool down completely in the tin.
 Then carefully remove from the mold.
 Dust with some icing sugar and serve.
 Enjoy your meal!",https://www.bbcgoodfood.com/recipes/mini-bundt-cakes
Easy Chicken Marengo,Black Olives; Chicken Stock Cube; Parsley; Olive Oil; Chicken Legs; Mushrooms; Passata,"Heat the oil in a large flameproof casserole dish and stir-fry the mushrooms until they start to soften. Add the chicken legs and cook briefly on each side to colour them a little.
Pour in the passata, crumble in the stock cube and stir in the olives. Season with black pepper – you shouldn’t need salt. Cover and simmer for 40 mins until the chicken is tender. Sprinkle with parsley and serve with pasta and a salad, or mash and green veg, if you like.",https://www.bbcgoodfood.com/recipes/3146682/chicken-marengo
Easy Coddled pork with cider,Chicken Stock; Bacon; Butter; Cabbage; Carrots; Pork Chops; Bay Leaf; Cider; Swede; Potatoes,"STEP 1
Heat the butter in a casserole dish until sizzling, then fry the pork for 2-3 mins on each side until browned.
 Remove from the pan.


STEP 2
Tip the bacon, carrot, potatoes and swede into the pan, then gently fry until slightly coloured.
 Stir in the cabbage, sit the chops back on top, add the bay leaf, then pour over the cider and stock.
 Cover the pan, then leave everything to gently simmer for 20 mins until the pork is cooked through and the vegetables are tender.


STEP 3
Serve at the table spooned straight from the dish.
",https://www.bbcgoodfood.com/recipes/irish-coddled-pork-cider
Spaghetti Bolognese Style,mushrooms; spaghetti; parmesan; onions; tomato puree; dried oregano; worcestershire sauce; hot beef stock; lean minced beef; olive oil; tomatoes; garlic,"Put the onion and oil in a large pan and fry over a fairly high heat for 3-4 mins. Add the garlic and mince and fry until they both brown. Add the mushrooms and herbs, and cook for another couple of mins.

Stir in the tomatoes, beef stock, tomato ketchup or purée, Worcestershire sauce and seasoning. Bring to the boil, then reduce the heat, cover and simmer, stirring occasionally, for 30 mins.

Meanwhile, cook the spaghetti in a large pan of boiling, salted water, according to packet instructions. Drain well, run hot water through it, put it back in the pan and add a dash of olive oil, if you like, then stir in the meat sauce. Serve in hot bowls and hand round Parmesan cheese, for sprinkling on top.",
Garides Saganaki,Raw king prawns; Chopped onion; Cubed Feta cheese; Freshly chopped parsley; Olive oil; White wine; Minced garlic; Chopped tomatoes,"Place the prawns in a pot and add enough water to cover. Boil for 5 minutes. Drain, reserving the liquid, and set aside.
Heat 2 tablespoons of oil in a saucepan. Add the onion; cook and stir until soft. Mix in the parsley, wine, tomatoes, garlic and remaining olive oil. Simmer, stirring occasionally, for about 30 minutes, or until the sauce is thickened.
While the sauce is simmering, the prawns should become cool enough to handle. First remove the legs by pinching them, and then pull off the shells, leaving the head and tail on.
When the sauce has thickened, stir in the prawns. Bring to a simmer again if the sauce has cooled with the prawns, and cook for about 5 minutes. Add the feta and remove from the heat. Let stand until the cheese starts to melt. Serve warm with slices of crusty bread.
Though completely untraditional, you can add a few tablespoons of stock or passata to this recipe to make a delicious pasta sauce. Toss with pasta after adding the feta, and serve.",
Wontons,Soy Sauce; Pork; Wonton Skin; Oil; Carrots; Water; Ginger; Garlic Clove; Sesame Seed Oil; Spring Onions; Celery,"Combine pork, garlic, ginger, soy sauce, sesame oil, and vegetables in a bowl.
Separate wonton skins.
Place a heaping teaspoon of filling in the center of the wonton.
Brush water on 2 borders of the skin, covering 1/4 inch from the edge.
Fold skin over to form a triangle, sealing edges.
Pinch the two long outside points together.
Heat oil to 450 degrees and fry 4 to 5 at a time until golden.
Drain and serve with sauce.",http://www.geniuskitchen.com/recipe/chinese-wontons-20235
Cassava pizza,Tomato Sauce; Paprika; Sweetcorn; Green Olives; Casabe; Mozzarella; Chorizo; Turkey Ham,"Preheat the oven to 200ºC.

Cut the bacon or chorizo into medium pieces and the paprika into strips.

Spread a little tomato sauce and mozzarella cheese on each portion of cassava.

Add the bacon or chorizo, corn, turkey ham, some olives and paprika.

Bake for 7 to 10 minutes.

Remove from the oven and enjoy.
",https://goya.es/en/recipes/cassava-pizza
Easy Thai-style steamed fish,Garlic Clove; Trout; Lime; Red Chilli; Soy Sauce; Ginger; Baby Pak Koi,"step 1
Nestle the fish fillets side by side on a large square of foil and scatter the ginger, garlic, chilli and lime zest over them. Drizzle the lime juice on top and then scatter the pieces of pak choi around and on top of the fish. Pour the soy sauce over the pak choi and loosely seal the foil to make a package, making sure you leave space at the top for the steam to circulate as the fish cooks.

step 2
Steam for 15 minutes. (If you haven’t got a steamer, put the parcel on a heatproof plate over a pan of gently simmering water, cover with a lid and steam.)",https://www.bbcgoodfood.com/recipes/thai-style-steamed-fish
Spanish beans with chicken & chorizo,Paprika; Chorizo; Bay Leaves; Spinach; Chicken Thighs; Jersey Royal Potatoes; Pinto Beans; Onion; Parsley; Thyme,"step 1
Soak the beans for at least 4 hrs or overnight in a large bowl with plenty of water to cover.
 Next day, rinse and drain, then put in a large heavy based pan with the onion, paprika, herb bundle and chicken.
 Pour over enough water or stock to cover, bring to the boil, then reduce the heat, cover and simmer for 45 mins.


step 2
Remove the chicken to a plate, then add the potatoes and chorizo to the pan.
 Continue cooking for 30 mins until the beans and potatoes are tender.


step 3
Discard the skin and bones from the chicken and tear into large chunks.
 Return the chicken to the pan with the spinach and simmer for 5 mins.
",https://www.bbcgoodfood.com/recipes/spanish-beans-chicken-chorizo
No-Churn Rum Raisin Ice Cream Homemade,Ground Cinnamon; Condensed Milk; Heavy Cream; Salt; Raisins; Dark Rum; Brown Sugar; Allspice; Vanilla Extract,"Heat the rum in a small saucepan over medium heat until warm (do not boil). Remove from heat and stir in the raisins and vanilla extract. Let the mixture sit for at least 30 minutes. After soaking, drain off the extra rum, but keep ¼ cup of the rum and reserve it to mix into your ice cream base.
In a large bowl, whisk together the sweetened condensed milk, dark brown sugar, cinnamon, allspice, salt, and reserved rum (¼ cup). Stir until the brown sugar is fully dissolved.
In a separate bowl, whip the cold heavy cream with an electric mixer until stiff peaks form.
Gently fold the whipped cream into the condensed milk mixture until fully combined, being careful not to deflate the cream. Fold in the drained rum-soaked raisins to distribute them evenly.
Pour the mixture into a loaf pan or freezer-safe container. Smooth the top and cover with plastic wrap or an airtight lid. Freeze for at least 6 hours, or until firm.
Let the ice cream sit at room temperature for 5–10 minutes before scooping for the best texture.",https://www.myforkinglife.com/rum-raisin-ice-cream/#recipe
Cucumber & fennel salad,Sour Cream; Sugar; Lemon; White Wine Vinegar; Fennel Bulb; Dill; Cucumber,"step 1
Put cucumber in a sieve.
 Sprinkle with 1 tsp salt and the sugar, then leave for 10 mins.
 Add fennel.


step 2
Mix soured cream, lemon juice, vinegar and dill, then season with black pepper and add to fennel mix.
",https://www.bbcgoodfood.com/recipes/cucumber-fennel-salad
Shakshuka Homemade,Cherry Tomatoes; Coriander; Red Onions; Eggs; Garlic; Olive Oil; Feta; Red Chilli; Caster Sugar,"Heat the oil in a frying pan that has a lid, then soften the onions, chilli, garlic and coriander stalks for 5 mins until soft. Stir in the tomatoes and sugar, then bubble for 8-10 mins until thick. Can be frozen for 1 month.

Using the back of a large spoon, make 4 dips in the sauce, then crack an egg into each one. Put a lid on the pan, then cook over a low heat for 6-8 mins, until the eggs are done to your liking. Scatter with the coriander leaves and serve with crusty bread.",https://www.bbcgoodfood.com/recipes/7573/spicy-tomato-baked-eggs
Locro,Pork; Pepper; Pumpkin; Dried white beans; Paprika; Salt; Potatoes; Beef; Onion; Chorizo; Dried white corn,"Soak: Soak corn and beans overnight in water.

Cook Meats: In a large pot, brown the beef and pork.
 Add onions and spices, cooking until translucent.

Simmer the Stew: Add soaked corn and beans, pumpkin, potato, and enough water to cover.
 Simmer for 2-3 hours, until thick.

Serve: Enjoy hot, with bread on the side.

Pro Tips:

Toasting the corn slightly before adding it to the stew enhances its flavor.

Add a spoonful of paprika or a dash of cumin for an extra layer of warmth and complexity",https://www.munchery.com/blog/the-ten-iconic-dishes-of-argentina-and-how-to-cook-them-at-home/
Easy Wontons,Celery; Wonton Skin; Ginger; Pork; Soy Sauce; Water; Oil; Garlic Clove; Sesame Seed Oil; Spring Onions; Carrots,"Combine pork, garlic, ginger, soy sauce, sesame oil, and vegetables in a bowl.

Separate wonton skins.

Place a heaping teaspoon of filling in the center of the wonton.

Brush water on 2 borders of the skin, covering 1/4 inch from the edge.

Fold skin over to form a triangle, sealing edges.

Pinch the two long outside points together.

Heat oil to 450 degrees and fry 4 to 5 at a time until golden.

Drain and serve with sauce.
",http://www.geniuskitchen.com/recipe/chinese-wontons-20235
Hot Chocolate Fudge Style,White Chocolate Chips; Condensed Milk; Miniature Marshmallows; Heavy Cream; Vanilla Extract; Chocolate Chips,"Line an 8-inch-square baking pan with wax paper or foil, and coat with non-stick spray.

In a microwave-safe bowl, combine the dark chocolate chips, heavy cream and half of the sweetened condensed milk.
 Microwave the dark chocolate mixture in 20-second intervals, stirring in between each interval, until the chocolate is melted.

Add the vanilla extract to the dark chocolate mixture and stir well until smooth.

Transfer the dark chocolate mixture into the prepared pan and spread into an even layer.

In a separate bowl, combine the white chocolate chips with the remaining half of the sweetened condensed milk.
 Microwave the white chocolate mixture in 20-second intervals, stirring in between each interval, until the chocolate is melted.

Evenly spread the white chocolate mixture on top of dark chocolate layer.

Top the chocolate layers with the Mallow Bits or miniature marshmallows, and gently press them down.

Refrigerate for 4 hours, or until set.

Remove the fudge and wax paper from the pan.
 Carefully peel all of the wax paper from the fudge.

Cut the fudge into bite-sized pieces and serve.
",
Cabbage Soup (Shchi),Unsalted Butter; Dill; Bay Leaf; Tomatoes; Potatoes; Carrots; Celery; Cabbage; Vegetable Stock; Sour Cream; Onion,"Add the butter to a large Dutch oven or other heavy-duty pot over medium heat. When the butter has melted, add the onion and sauté until translucent.
Add the cabbage, carrot, and celery. Sauté until the vegetables begin to soften, stirring frequently, about 3 minutes.
Add the bay leaf and vegetable stock and bring to a boil over high heat. Reduce the heat to low and simmer, covered, until the vegetables are crisp-tender, about 15 minutes.
Add the potatoes and bring it back to a boil over high heat. Reduce the heat to low and simmer, covered, until the potatoes are tender, about 10 minutes.
Add the tomatoes (or undrained canned tomatoes) and bring the soup back to a boil over high heat. Reduce the heat to low and simmer, uncovered, for 5 minutes. Season to taste with salt and pepper.
emove and discard the bay leaf from the pot.
Serve topped with fresh sour cream and fresh dill.",https://www.thespruceeats.com/traditional-russian-cabbage-soup-shchi-recipe-1135534
Beetroot pancakes Homemade,Vanilla Extract; Frozen Mixed Berries; Butter; Self-raising Flour; Greek Yogurt; Milk; Baking Powder; Maple Syrup; Egg; Beetroot; Blackcurrant Jam,"step 1
Put the beetroot in a jug with the milk and blend with a stick blender until smooth. Pour into a bowl with the rest of the pancake ingredients and whisk until smooth and vibrant purple.

step 2
Put a small knob of butter in a large non-stick frying pan and heat over a medium-low heat until melted and foamy. Now create 3 or 4 pancakes each made from 2 tbsp of the batter. Cook for 2-3 mins then flip over and cook for a further minute until cooked through. Repeat with any remaining batter. Heat oven to lowest setting and keep the pancakes warm in there until needed.

step 3
Serve with your favourite pancake toppings or make a simple compote by simmering frozen berries in with 1 tbsp blackcurrant jam until bubbling and syrupy (about 5-10 mins). In a small bowl stir together the remaining jam and the yogurt. Stack the cooked pancakes with the yogurt and pour the warm berry compote over the top.",https://www.bbcgoodfood.com/recipes/beetroot-pancakes
Easy Chocolate Souffle,Double Cream; Icing Sugar; Double Cream; Butter; Caster Sugar; Egg White; Single Cream; Caster Sugar; Butter; Dark Chocolate; Dark Chocolate; Egg Yolks,"Heat oven to 220C/fan 200C/gas 7 and place a baking tray on the top shelf.
 For the sauce, heat the cream and sugar until boiling.
 Remove from the heat, stir in the chocolate and butter until melted, then keep warm.

Brush 6 x 150ml ramekins with melted butter, sprinkle with the 2 tbsp caster sugar, then tip out any excess.
 Melt the chocolate and cream in a bowl over a pan of simmering water, cool, then mix in the egg yolks.
 Whisk the egg whites until they hold their shape, then add the sugar, 1 tbsp at a time, whisking back to the same consistency.
 Mix a spoonful into the chocolate, then gently fold in the rest.

Working quickly, fill the ramekins, wipe the rims clean and run your thumb around the edges.
 Turn oven down to 200C/fan 180C/gas 6, place the ramekins onto the baking tray, then bake for 8-10 mins until risen with a slight wobble.
 Don’t open the oven door too early as this may make them collapse.

Once the soufflés are ready, dust with icing sugar, scoop a small hole from their tops, then pour in some of the hot chocolate sauce.
 Replace the lids and serve straight away.
",https://www.bbcgoodfood.com/recipes/5816/hot-chocolate-souffls-with-chocolate-cream-sauce
Shawarma bread Homemade,Water; Flour; Sugar; Baking Powder; Salt; Oil,"1
Sieve flour and add baking powder,salt,sugar,oil nd mix together
2
Add water nd knead the dough for like 10mins
3
Cover the mixture and allow it to rise
4
After it rised transfer it to a work surface and form a round (you can use a plate or pot's lid)
5
Heat ur pan and put it
6
It'll start puffing then you turn it
7
And lastly put it in in a warm place, then you'll see it has pocket",https://cookpad.com/eng/recipes/22607524?ref=search&search_term=saudi+arabia
Cucumber & fennel salad,Sugar; Cucumber; Dill; Sour Cream; Lemon; White Wine Vinegar; Fennel Bulb,"step 1
Put cucumber in a sieve.
 Sprinkle with 1 tsp salt and the sugar, then leave for 10 mins.
 Add fennel.


step 2
Mix soured cream, lemon juice, vinegar and dill, then season with black pepper and add to fennel mix.
",https://www.bbcgoodfood.com/recipes/cucumber-fennel-salad
Key Lime Pie Homemade,Digestive Biscuits; Icing Sugar; Condensed Milk; Egg Yolks; Double Cream; Lime; Lime; Butter,"Heat the oven to 160C/fan 140C/gas 3.
 Whizz the biscuits to crumbs in a food processor (or put in a strong plastic bag and bash with a rolling pin).
 Mix with the melted butter and press into the base and up the sides of a 22cm loose-based tart tin.
 Bake in the oven for 10 minutes.
 Remove and cool.

Put the egg yolks in a large bowl and whisk for a minute with electric beaters.
 Add the condensed milk and whisk for 3 minutes then add the zest and juice and whisk again for 3 minutes.
 Pour the filling into the cooled base then put back in the oven for 15 minutes.
 Cool then chill for at least 3 hours or overnight if you like.

When you are ready to serve, carefully remove the pie from the tin and put on a serving plate.
 To decorate, softly whip together the cream and icing sugar.
 Dollop or pipe the cream onto the top of the pie and finish with extra lime zest.
",https://www.bbcgoodfood.com/recipes/2155644/key-lime-pie
Blackberry Fool Recipe,Baking Powder; Lemon; Lemon Juice; Sugar; Caster Sugar; Blackberries; Yogurt; Double Cream; Caster Sugar; Mint; Hazlenuts; Butter; Plain Flour,"For the biscuits, preheat the oven to 200C/180C (fan)/Gas 6 and line two large baking trays with baking parchment.
 Scatter the nuts over a baking tray and roast in the oven for 6-8 minutes, or until golden-brown.
 Watch them carefully so that they don’t have a chance to burn.
 Remove from the oven, tip onto a board and leave to cool.

Put the butter and sugar in a large bowl and beat with a wooden spoon until light and creamy.
 Roughly chop the cooled nuts and add to the creamed butter and sugar, along with the lemon zest, flour and baking powder.
 Stir well until the mixture comes together and forms a ball – you may need to use your hands.

Divide the biscuit dough into 24 even pieces and roll into small balls.
 Place the balls the prepared baking trays, spaced well apart to allow for spreading.

Press the biscuits to flatten to around 1cm/½in thick.
 Bake the biscuits, one tray at a time, for 12 minutes or until very pale golden-brown.
 Leave to cool on the trays.
 They will be very soft when you take them out of the oven, but will crisp as they cool.

Store in an airtight tin and eat within five days.

For the fool, rinse the blackberries in a colander to wash away any dust or dirt.
 Put the blackberries in a non-stick saucepan and sprinkle over the caster sugar.

Stir in the lemon juice and heat gently for two minutes, or until the blackberries begin to soften and release their juices.
 Remove and reserve 12 blackberries for decoration and continue cooking the rest.

Simmer the blackberries very gently for 15 minutes, stirring regularly until very soft and squidgy.
 Remove from the heat and press the berries and juice through a sieve over a bowl, using the bottom of a ladle to help you extract as much of the purée as possible.
 Leave the purée to cool and discard the seeds.
 You should end up with around 325ml/11fl oz of purée.

Put the cream and yoghurt in a large bowl and whip with an electric whisk until soft peaks form when the whisk is removed from the bowl – the acidity of the fruit will thicken the cream further, so don’t take it too far.

When the purée is completely cold, adjust the sweetness to taste by adding more sugar if needed.
 Pour it into the bowl with the whipped cream and yoghurt and stir just once or twice until very lightly combined.

Spoon the blackberry fool into individual wide, glass dishes – or one large, single bowl.
 It should look quite marbled, so don’t over-stir it.
 Scatter a few tiny mint leaves on top and decorate with the reserved blackberries.
 Sprinkle with a little sugar if you like and serve with the hazelnut biscuits.
",https://www.bbc.co.uk/food/recipes/blackberry_fool_with_11859
Easy Zemiakové Placky,Marjoram; All purpose flour; Garlic; Potatoes; Onion; Egg; Oil; Black Pepper; Salt,"1.
 Prepare the Potatoes
Start by peeling and finely grating the potatoes.
 To ensure extra crispiness, use a clean kitchen towel to squeeze out as much moisture as possible.


2.
 Mix the Ingredients
In a large mixing bowl, combine the grated potatoes, chopped onion, minced garlic, eggs, flour, marjoram, salt, and black pepper.
 Stir well until the mixture forms a thick, consistent batter.


3.
 Heat the Oil
In a large frying pan, heat a generous amount of oil over medium heat.
 The oil should be hot but not smoking.


4.
 Fry the Pancakes
Spoon portions of the batter into the pan, flattening each into a thin pancake.
 Fry until golden brown and crispy on one side, then flip and cook the other side until equally golden and crispy.


5.
 Drain & Serve
Transfer the cooked pancakes onto a plate lined with paper towels to remove excess oil.
 Serve immediately while hot, with sour cream, garlic dip, or as a side dish.
",https://www.slovakia-foods.co.uk/blog/post/zemiakove-placky-recipe-how-to-make-authentic-slovak-potato-pancakes.html
Mbuzi Choma (Roasted Goat) Homemade,Green Chilli; Salt; Goat Meat; Coriander Leaves; Onion; Tomatoes; Corn Flour,"1.
 Steps for the Meat: 
 Roast meat over medium heat for 50 minutes and salt it as you turn it.


2.
 Steps for Ugali:
Bring the water and salt to a boil in a heavy-bottomed saucepan.
 Stir in the cornmeal slowly, letting it fall through the fingers of your hand.


3.
 Reduce heat to medium-low and continue stirring regularly, smashing any lumps with a spoon, until the mush pulls away from the sides of the pot and becomes very thick, about 10 minutes.


4.
Remove from heat and allow to cool.


5.
 Place the ugali into a large serving bowl.
 Wet your hands with water, form a ball and serve.


6.
 Steps for Kachumbari: Mix the tomatoes, onions, chili and coriander leaves in a bowl.


7.
 Serve and enjoy!

",
Chicken & chorizo rice pot,White Wine; Chicken Stock; Tomato Puree; Thyme; Red Pepper; Rice; Oil; Onion; Chicken; Parsley; Chorizo; Garlic,"step 1
Heat the oil in a large flameproof casserole dish and brown the chicken pieces on all sides – you may have to do this in batches.
 Remove from the dish and put to one side.


step 2
Lower the heat, add the onion and pepper, and gently cook for 10 mins until softened.
 Add the garlic and chorizo, and cook for a further 2 mins until the chorizo has released some of its oils into the dish.
 Stir in the tomato purée and cook for 1 min more.


step 3
Return the chicken pieces to the dish along with the thyme, white wine and stock.
 Bring the liquid to a boil, cover the dish with a tight-fitting lid and lower the heat.
 Cook for 30 mins.


step 4
Tip in the rice and stir everything together.
 Cover, set over a low heat and cook for a further 15 mins, or until the rice is cooked and has absorbed most of the cooking liquid.
 Remove from the heat and leave the dish to sit for 10 mins to absorb any remaining liquid.
 Season to taste and scatter with parsley to serve.
",https://www.bbcgoodfood.com/recipes/chicken-chorizo-rice-pot
Hodge Podge Recipe,Peas; Butter; Green Beans; Salt; New Potatoes; Heavy Cream; Milk; Black Pepper; Dill; Chives; Carrots,"First, cook your vegetables. Bring a large pot of salted water to boil. Par-cook carrots and potatoes for five minutes until carrots and potatoes are fork tender, then blanch the peas and beans for about a minute in the same pot. Strain vegetables and set aside.
In a heavy-bottomed pot or Dutch oven, melt butter over medium heat, add vegetables, and cook to warm through.
Add milk and cream and bring the soup to a boil. Turn the heat down to low and season with salt and pepper.
Add dill and chives and let simmer for at least 10 minutes. Serve warm.",https://canadianfoodfocus.org/recipes/classic-canadian-dish-hodge-podge/
Salt cod tortilla Recipe,Olive Oil; Egg; Onion; Salt Cod; Jersey Royal Potatoes; Parsley; Garlic,"step 1
Heat half the oil in a frying pan, and sauté the onion over a medium heat until soft and pale gold – this will take about 8 mins. Remove from the pan, set aside, and add the potatoes to the pan. Cook until they are tender but not falling apart, carefully turning every so often. Cover the pan some of the time to help the slices cook through. Add the onions back to the pan along with the garlic and cook for another 4 mins. Tip into a bowl with the eggs, parsley and some seasoning and mix together. Leave to sit for half an hour.

step 2
Meanwhile, put the cod in a saucepan and cover with water. Bring up to a simmer. Remove from the heat, cover and leave for 10 mins. Drain, leave to cool and remove the skin and any bones. Break into large flakes and add to the potato and egg mixture.

step 3
Heat the rest of the oil in a non-stick frying pan. Pour in the tortilla mix and cook over a medium-low heat until it is just set and coming away from the sides of the pan. You might need to cover it to help the centre set. Be careful not to overcook it. Put a spatula underneath the tortilla every so often to make sure it isn’t sticking. Slide the tortilla onto a plate, then put the pan on top and flip the tortilla into it, uncooked side-down. Cook over a low heat until golden, or grill until just set. Leave to cool a little before serving.",https://www.bbcgoodfood.com/recipes/salt-cod-tortilla
Oxtail with broad beans Homemade,Soy Sauce; Water; Water; Broad Beans; Corn Flour; Scotch Bonnet; Oxtail; Vegetable Oil; Garlic; Fresh Thyme; Spring Onions; Onion; Ginger,"Toss the oxtail with the onion, spring onion, garlic, ginger, chilli, soy sauce, thyme, salt and pepper.
 Heat the vegetable oil in a large frying pan over medium-high heat.
 Brown the oxtail in the pan until browned all over, about 10 minutes.
 Place into a pressure cooker, and pour in 375ml water.
 Cook at pressure for 25 minutes, then remove from heat, and remove the lid according to manufacturer's directions.

Add the broad beans and pimento berries, and bring to a simmer over medium-high heat.
 Dissolve the cornflour in 2 tablespoons water, and stir into the simmering oxtail.
 Cook and stir a few minutes until the sauce has thickened, and the broad beans are tender.
",http://allrecipes.co.uk/recipe/5392/jamaican-oxtail-with-broad-beans.aspx
Mamoul (Eid biscuits) Homemade,Icing Sugar; Plain Flour; Sunflower Oil; Semolina; Unsalted Butter; Milk,"1
Mix butter with sugar until creamy.
2
Add oil flour and semolina and mix.
3
Add warm milk and don't knead too much
4
Cover and leave aside for an hour or less until you prepare the filling
5
For the dates filling, fry some sesame in a pan then add butter. Add the dates paste and mixed well with sesame and butter. Then add a little bit of water until it's mushy. Be careful don't make it too mushy.
6
Take it of the pan, put in a plate until it's cool. Then start to shape balls that weigh 15 gm.
7
Refrigerate for 1/2 an hour.
8
Get back to the dough and shape it as balls that weigh 30 gm.
9
Take the date filling out of the fridge and start to stuff each dough ball with dates ball.
Then use the mamoul mould to give it this shape.
10
In a preheated oven 180 degrees, put it for 20 minutes until golden from below and little bit golden from above.",https://cookpad.com/eng/recipes/16901544?ref=search&search_term=saudi+arabia
Easy Smoked aubergine purée,Yogurt; Garlic; Lemon; Dill; Aubergine,"step 1
Heat grill to very hot. Slice the aubergines in half lengthways, then grill for 25 mins, turning occasionally, until soft – the skin will remain firm, but the flesh will soften. Lift the aubergines off the grill and leave until cool enough to handle.

step 2
Using a sharp knife, score the grilled flesh and scoop out the flesh with a spoon. Tip into a bowl and mash with a fork until you get a thick pulp. Beat in the lemon juice and garlic. Add the yogurt and dill, and season. Serve while still warm.",https://www.bbcgoodfood.com/recipes/smoked-aubergine-puree
"Stovetop Eggplant With Harissa, Chickpeas, and Cumin Yogurt",Chickpeas; Olive Oil; Harissa Spice; Ground cumin; Parsley; Egg Plants; Greek yogurt; Cherry Tomatoes,"Heat the oil in a 12-inch skillet over high heat until shimmering.
 Add the eggplants and lower the heat to medium.
 Season with salt and pepper as you rotate the eggplants, browning them on all sides.
 Continue to cook, turning regularly, until a fork inserted into the eggplant meets no resistance (you may have to stand them up on their fat end to finish cooking the thickest parts), about 20 minutes, lowering the heat and sprinkling water into the pan as necessary if the eggplants threaten to burn or smoke excessively.


2.

Mix the harissa, chickpeas and tomatoes together, then add to the eggplants.
 Cook until the tomatoes have blistered and broken down, about 5 minutes more.
 Season with salt and pepper and add water as necessary to thin to a saucy consistency.
 Meanwhile, combine the yogurt and cumin in a serving bowl.
 Season with salt and pepper.


3.

Top the eggplant mixture with the parsley, drizzle with more extra virgin olive oil, and serve with the yogurt on the side.
",http://www.seriouseats.com/2014/09/one-pot-wonders-stovetop-eggplant-harissa-chickpeas-cumin.html
Bryndzové Halušky Style,Chives; Bacon; Bryndza cheese; Potatoes; Egg; Plain Flour; Salt,"1.
 Prepare the Dough
Grate the potatoes finely using a hand grater or food processor.
 Place the grated potatoes in a bowl and mix them with flour, egg, and salt until a sticky dough forms.
 The consistency should be thick but pliable.


2.
 Cook the Dumplings
Bring a large pot of salted water to a boil.
 Using a halušky maker (similar to a spaetzle maker), press the dough directly into the boiling water.
 If you don’t have one, use a tilted cutting board and a knife to scrape small pieces of dough into the water.


Let the dumplings cook until they float to the surface, usually within 2-3 minutes.
 Scoop them out with a slotted spoon and set aside in a large bowl.


3.
 Prepare the Toppings
Chop the bacon into small pieces and fry in a skillet over medium heat until crispy.
 If using a bryndza substitute, mix crumbled feta with a dollop of sour cream to mimic the tangy flavour of traditional Slovak sheep cheese.


4.
 Assemble the Dish
Toss the cooked dumplings with the bryndza cheese (or substitute) until they’re well-coated and creamy.
 Top with the crispy bacon and its drippings.
 Garnish with chopped chives or parsley for an extra touch of colour and flavour.
",https://www.slovakia-foods.co.uk/blog/post/bryndzove-halusky-recipe-a-taste-of-slovakia-national-dish.html
Rice paper dumplings Homemade,Ground Pork; Spring Onions; Vegetable Oil; Sesame Seed Oil; Carrots; Sesame Seed; Shiitake Mushrooms; Garlic; White Cabbage; Soy Sauce; Rice Paper Sheets; Spring Onions; Soy Sauce; Rice Vinegar; Ginger,"step 1
Tip the cabbage into a food processor and blitz until finely chopped.
 Season with ½ tsp salt, toss well and set aside for 15 mins.
 Tip into a clean tea towel and squeeze out as much water as you can.
 Tip into a bowl with the carrot, mushrooms, pork mince, garlic, ginger, soy sauce, sesame oil and spring onions.
 Season with black pepper.
 Scrunch everything together using your hands, mixing well until everything is combined.


step 2
Soak the spring roll sheets for a couple of seconds in a shallow dish of warm water, then transfer to an oiled chopping board.
 Working with one sheet at a time, spoon 1 heaped tbsp of the filling into the middle, then fold the bottom up and over the filling.
 Fold down the top of the sheet, then the sides to fully encase and make a neat square.
 If the dumpling feels a little fragile, soak another sheet and wrap it again.
 Repeat with the remaining sheets and filling, transferring the dumplings to an oiled plate as you go.


step 3
Heat the oil in a large, non-stick frying pan (ensuring it is no more than a third full) over a medium-high heat and fry the dumplings for 3-5 mins until golden brown.
 Use a slotted spoon or spider to turn them, then cover with a lid and cook for another 3-4 mins until golden.
 Remove the lid and cook for 1-2 mins.


step 4
Meanwhile, combine all the dipping sauce ingredients in small bowl.
 Serve the dumplings with the dipping sauce on the side.
",https://www.bbcgoodfood.com/recipes/rice-paper-dumplings
